label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,"donald kossmann , gerhard drasch , michael j. franklin","donald kossmann , michael j. franklin , gerhard drasch , wig ag",cache investment : integrating query optimization and distributed data placement,cache investment : integrating query optimization and distributed data placement,acm trans . database syst .,acm transactions on database systems ( tods ),2000,2000
0,"amélie marian , jérôme siméon","shu yao chien , vassilis j. tsotras , carlo zaniolo",projecting xml documents,xml document versioning,vldb,acm sigmod record,2003,2001
1,"lionel brunie , harald kosch","lionel brunie , harald kosch",control strategies for complex relational query processing in shared nothing systems,control strategies for complex relational query processing in shared nothing systems,sigmod record,acm sigmod record,1996,1996
0,"stefano ceri , elena baralis , stefano paraboschi",joseph m. hellerstein,modularization techniques for active rules design,optimization techniques for queries with expensive methods,acm trans . database syst .,acm transactions on database systems ( tods ),1996,1998
0,"hector garcia-molina , murty valiveti , chen li , ramana yerneni , jeffrey d. ullman , vasilis vassalos , yannis papakonstantinou","joachim hammer , h &#233; ctor garc &#237; a-molina , kelly ireland , yannis papakonstantinou , jeffrey ullman , jennifer widom",capability based mediation in tsimmis,"information translation , mediation , and mosaic-based browsing in the tsimmis system",sigmod conference,international conference on management of data,1998,1995
1,"christos faloutsos , yannis kotidis , flip korn , alexandros labrinidis","flip korn , alexandros labrinidis , yannis kotidis , christos faloutsos",quantifiable data mining using ratio rules,quantifiable data mining using ratio rules,vldb j.,the vldb journal -- the international journal on very large data bases,2000,2000
1,"anastassia ailamaki , joseph m. hellerstein","anastassia ailamaki , joseph m. hellerstein",exposing undergraduate students to database system internals,exposing undergraduate students to database system internals,sigmod record,acm sigmod record,2003,2003
0,"jennifer widom , elena baralis","elena baralis , jennifer widom",an algebraic approach to static analysis of active database rules,an algebraic approach to rule analysis in expert database systems,acm trans . database syst .,very large data bases,2000,1994
0,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac","leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",implementation aspects of an object-oriented dbms,lambda-db : an odmg-based object-oriented dbms,sigmod record,international conference on management of data,1995,2000
0,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","gottfried vossen , mathias weske",the araneus web-base management system,the wasa2 object-oriented workflow management system,sigmod conference,international conference on management of data,1998,1999
0,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",luca cardelli,a fast index for semistructured data,describing semistructured data,vldb,acm sigmod record,2001,2001
0,"claudio sartori , sonia bergamaschi , domenico beneventano","martin s. olivier , sebastiaan h. von solms",description logics for semantic query optimization in object-oriented database systems,a taxonomy for secure object-oriented databases,acm trans . database syst .,acm transactions on database systems ( tods ),2003,1994
0,"mitch cherniack , stanley b. zdonik","stratis d. viglas , jeffrey f. naughton",changing the rules : transformations for rule-based optimizers,rate-based query optimization for streaming information sources,sigmod conference,international conference on management of data,1998,2002
1,"george v. moustakides , vassilios s. verykios , mohamed g. elfeky","v. s. verykios , g. v. moustakides , m. g. elfeky",a bayesian decision model for cost optimal record matching,a bayesian decision model for cost optimal record matching,vldb j.,the vldb journal -- the international journal on very large data bases,2003,2003
0,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","albert d'andrea , phil janus",anatomy of a native xml base management system,unisql 's next-generation object-relational database management system,vldb j.,acm sigmod record,2002,1996
0,"leo mark , lars bækgaard","jens lechtenb &#246; rger , gottfried vossen",incremental computation of nested relational query expressions,on the computation of relational view complements,acm trans . database syst .,acm transactions on database systems ( tods ),1995,2003
1,hannes spintzik,hannes spintzik,informix-online xps : a dynamically scalable rdbms for open parallel platforms,informix-online xps : a dynamically scalable rdbms for open parallel platforms,vldb,very large data bases,1995,1995
0,"ran wolff , assaf schuster","jong soo park , ming-syan chen , philip s. yu",communication efficient distributed mining of association rules,an effective hash-based algorithm for mining association rules,sigmod conference,international conference on management of data,2001,1995
0,"daniel barbará , hector garcia-molina","roberta cochrane , hamid pirahesh , nelson mendon &#231; a mattos",the demarcation protocol : a technique for maintaining constraints in distributed database systems,integrating triggers and declarative constraints in sql database sytems,vldb j.,very large data bases,1994,1996
0,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","lukasz golab , m. tamer &#214; zsu",aurora : a data stream management system,issues in data stream management,sigmod conference,acm sigmod record,2003,2003
0,richard t. snodgrass,joachim hammer,chair 's message,treasurer 's message,sigmod record,acm sigmod record,1999,2002
0,hannu toivonen,"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama",sampling large databases for association rules,sonar : system for optimized numeric association rules,vldb,international conference on management of data,1996,1996
0,"neoklis polyzotis , minos n. garofalakis","luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",structure and value synopses for xml data graphs,a data model and data structures for moving objects databases,vldb,international conference on management of data,2002,2000
0,luca cardelli,"sudarshan s. chawathe , hector garcia-molina",describing semistructured data,meaningful change detection in structured data,sigmod record,international conference on management of data,2001,1997
0,"salvatore j. stolfo , mauricio a. hernández",hannu toivonen,the merge/purge problem for large databases,sampling large databases for association rules,sigmod conference,very large data bases,1995,1996
0,matthias jarke,"michael r. genesereth , arthur m. keller , oliver m. duschka",information systems research at rwth aachen,infomaster : an information integration system,sigmod record,international conference on management of data,1995,1997
1,"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel","yanlei diao , mehmet altinel , michael j. franklin , hao zhang , peter fischer",path sharing and predicate evaluation for high-performance xml filtering,path sharing and predicate evaluation for high-performance xml filtering,acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003
